ID,EMF_sp,Synonymia,Reference_original,Introduced_only,Plantation_only,Invasion_mature,Invasion_front,Host,Field_sample,Greenhouse_sample,Introduced_to,Stand_mean_age_years,Mean_altitude_m,LAT_decimal,LON_decimal,N_g/kg,pH,SOC_g/kg,Annual_mean_temperature_°C,Annual_precipitation_mm,Type_of_ecosystem ,Observations 
458,Rhizopogon arctostaphyli,Valid,Nuñez et al. 2013,0,0,Not assessed,1,Pinus ponderosa,0,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
459,Rhizopogon rogersii,Valid,Nuñez et al. 2013,0,0,Not assessed,1,Pinus ponderosa,0,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
460,Rhizopogon roseolus,Valid,Nuñez et al. 2013,0,0,Not assessed,1,Pinus ponderosa,0,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
461,Suillus luteus ,Valid,Nuñez et al. 2013,0,0,Not assessed,1,Pinus ponderosa,0,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
462,Amphinema sp.,NA,Hayward et al. 2015a ,0,0,1,1,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
463,Hebeloma sp.,NA,Hayward et al. 2015a ,0,0,1,1,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
464,Inocybe sp. ,NA,Hayward et al. 2015a ,0,0,1,1,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
465,Lactarius quieticolor,Valid,Hayward et al. 2015a ,0,0,1,1,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
466,Leotiomycetes sp. ,NA,Hayward et al. 2015a ,0,0,1,1,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
467,Rhizopogon sp.,NA,Hayward et al. 2015a ,0,0,1,1,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
468,Suillus lakei ,Valid,Hayward et al. 2015a ,0,0,1,1,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
469,Suillus luteus ,Valid,Hayward et al. 2015a ,0,0,1,1,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
470,Boletus edulis,Valid,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
471,Cortinarius sp. ,NA,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
472,Helotiales sp.,NA,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
473,Melanogaster sp.,NA,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
474,Pseudotomentella tristis,Valid,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
475,Pyronemataceae sp.,NA,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
476,Russula sp.,NA,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
477,Sebaninaceae sp. ,NA,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
478,Thelephora terrestris ,Valid,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
479,Tomentella sp. ,NA,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
480,Tricholoma sp.,NA,Hayward et al. 2015a ,0,0,1,0,Pinus spp,1,0,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
481,Suillus luteus ,Valid,Hayward et al. 2015b,0,0,0,1,Pinus contorta ,1,0,"Patagonia, Chile",50,1420,-45.5005556,-71.7041666666666,3.65,5.9,70.6,8.5,3038,Steppe,Climatic variables informed in the paper
482,Hebeloma mesophaeum,Valid,Hayward et al. 2015b,0,0,1,0,Pinus contorta ,1,0,"Patagonia, Chile",50,1420,-45.5005556,-71.7041666666666,3.65,5.9,70.6,8.5,3038,Steppe ,Climatic variables informed in the paper
483,Hydnaceae sp.,NA,Hayward et al. 2015b,0,0,1,0,Pinus contorta ,1,0,"Patagonia, Chile",50,1420,-45.5005556,-71.7041666666666,3.65,5.9,70.6,8.5,3038,Steppe,Climatic variables informed in the paper
484,Tomentella sublilacina,Thelephora wakefieldiae,Hayward et al. 2015b,0,0,1,0,Pinus contorta ,1,0,"Patagonia, Chile",50,1420,-45.5005556,-71.7041666666666,3.65,5.9,70.6,8.5,3038,Steppe,Climatic variables informed in the paper
485,Rhizopogon sp.,NA,Wood et al. 2015,0,0,0,1,Pinus contorta ,1,1,"South island, New Zealand",,879,-43.15,171.714444444444,4.38,5.3,120,7.3,2259,Temperate forest,
486,Suillus luteus ,Valid,Wood et al. 2015,0,0,0,1,Pinus contorta ,1,1,"South island, New Zealand",,879,-43.15,171.714444444444,4.38,5.3,120,7.3,2259,Temperate forest,
487,Atheliales sp.,NA,Gundale et al. 2016,0,0,1,1,Pinus contorta ,1,0,Chile and New Zealand,37,NA,NA,NA,0.33,NA,5.7,NA,NA,Temperate forest,"Soil variables informed in the paper (C,N,P)"
488,Sistotrema sp.,Cantharellales sp.,Gundale et al. 2016,0,0,1,1,Pinus contorta ,1,0,Chile and New Zealand,37,NA,NA,NA,0.33,NA,5.7,NA,NA,Temperate forest,"Soil variables informed in the paper (C,N,P)"
489,Suillus luteus ,Valid,Gundale et al. 2016,0,0,1,1,Pinus contorta ,1,0,Chile and New Zealand,37,NA,NA,NA,0.33,NA,5.7,NA,NA,Temperate forest,"Soil variables informed in the paper (C,N,P)"
490,Wilcoxina mikolae ,Valid,Gundale et al. 2016,0,0,1,1,Pinus contorta ,1,0,Chile and New Zealand,37,NA,NA,NA,0.33,NA,5.7,NA,NA,Temperate forest,"Soil variables informed in the paper (C,N,P)"
491,Amanita muscaria,Valid,Gundale et al. 2016,0,0,1,0,Pinus contorta ,1,0,Chile and New Zealand,37,NA,NA,NA,0.33,NA,5.7,NA,NA,Temperate forest,"Soil variables informed in the paper (C,N,P)"
492,Cadophora findlandica,Hyaloscypha finlandica,Gundale et al. 2016,0,0,1,0,Pinus contorta ,1,0,Chile and New Zealand,37,NA,NA,NA,0.33,NA,5.7,NA,NA,Temperate forest,"Soil variables informed in the paper (C,N,P)"
493,Rhizopogon ochraceorubens,Valid,Gundale et al. 2016,0,0,1,0,Pinus contorta ,1,0,Chile and New Zealand,37,NA,NA,NA,0.33,NA,5.7,NA,NA,Temperate forest,"Soil variables informed in the paper (C,N,P)"
494,Suillus granulatus,Valid,Urcelay et al. 2017,0,0,1,1,Pinus elliotti,1,1,"Cordoba, Argentina",57,2700,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
495,Amanita muscaria,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,1600,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
496,Cadophora findlandica,Hyaloscypha finlandica,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
497,Clavulina sp.,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
498,Endogone lactiflua,Jimgerdemannia lactiflua,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
499,Inocybe curvipes,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
500,Inocybe jacobi,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
501,Inocybe sindonia,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,1600,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
502,Laccaria sp.,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
503,Meliniomyces bicolor ,Hyaloscypha bicolor,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,2200,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
504,Paxillus involutus,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
505,Rhizopogon pseudoroseolus,Rhizopogon roseolus,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,1600,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
506,Russula sp.,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
507,Scleroderma areolaum,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
508,Scleroderma sp.,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
509,Sebacina sp.,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
510,Sebacinaceae sp. ,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
511,Sistotrema sp.,Cantharellales sp.,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
512,Thelephoraceae sp.,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
513,Thelephora terrestris,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,2200,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
514,Tomentella coerulea,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
515,Tomentella sp. ,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
516,Tuber sp. ,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
517,Tylospora sp. ,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
518,Wilcoxina mikolae ,Valid,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
519,Wilcoxina sp.,NA,Urcelay et al. 2017,0,0,1,0,Pinus elliotti,1,1,"Cordoba, Argentina",57,900,-32.8333333,-65.5,1.4,7.5,13.7,11.55,860,Mountain grassland,Climatic variables informed in the paper 
520,Amphinema sp1,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
521,Cenococcum geophilum,Valid,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
522,Clavulina sp,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
523,Phialocephala fortinii,Valid,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
524,Pseudotomentella sp,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
525,Rhizopogon sp1,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
526,Rhizopogon sp2,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
527,Russula sp1,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
528,Russula sp2,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
529,Russula sp3,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
530,Russula violeipes,Valid,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
531,Scleroderma yunnanense,Valid,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
532,Suillus bovinus,Valid,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
533,Thelephora terrestris,Valid,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
534,Tomentella sp1,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
535,Tomentella sp2,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
536,Tomentella sp3,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
537,Tylospora sp1,NA,Ning et al. 2020 ,0,1,0,0,Pinus elliotti,0,1,"Guizhou Province, China ",30,1200,26.75,107.183333333333,1.2,4.1,14.6,15.3,1198,Subtropical forest,Climatic (except for temp and precip) and soil variables informed in the paper
538,Cenococcum sp.,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
539,Cortinarius sp6,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
540,Cortinarius sp9,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
541,Hebeloma sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
542,Humaria sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
543,Inocybe sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
544,Inocybe sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
545,Inocybe sp6,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
546,Inocybe sp7,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
547,Inocybe sp11,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
548,Inocybe sp13,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
549,Leccinum sp. ,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
550,Paxillus sp.,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
551,Russula sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
552,Russula sp4,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
553,Sebacina sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
554,Sebacina sp17,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
555,Sebacina sp18,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
556,Sebacina sp24,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
557,Tomentella  sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
558,Tomentella  sp4,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
559,Tomentella  sp6,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
560,Tomentella  sp8,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
561,Tomentella  sp16,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
562,Tomentella  sp22,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
563,Tomentella  sp24,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
564,Tomentella  sp28,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
565,Tomentella  sp30,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
566,Tomentella  sp31,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
567,Tomentella  sp33,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
568,Tricholoma sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
569,Tuber sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
570,Tuber sp6,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
571,Tuber sp8,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
572,Clavulina sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
573,Clavulina sp4,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
574,Cortinarius sp7,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
575,Cortinarius sp8,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
